pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,start_date,end_date,national_poll,recent_poll
Morning Consult,1.9,North Carolina,Donald Trump,REP,42,696,Voters,2024-07-01,2024-07-04,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,46,696,Voters,2024-07-01,2024-07-04,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,45,452,Voters,2024-07-01,2024-07-04,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,48,452,Voters,2024-07-01,2024-07-04,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,44,794,Voters,2024-07-01,2024-07-04,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,51,794,Voters,2024-07-01,2024-07-04,0,Older
J.L. Partners,1.6,NA,Donald Trump,REP,43,1000,Voters,2024-07-01,2024-07-03,1,Older
J.L. Partners,1.6,NA,Kamala Harris,DEM,38,1000,Voters,2024-07-01,2024-07-03,1,Older
J.L. Partners,1.6,NA,Donald Trump,REP,49,1000,Voters,2024-07-01,2024-07-03,1,Older
J.L. Partners,1.6,NA,Donald Trump,REP,47,1000,Voters,2024-07-01,2024-07-03,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-07-01,2024-07-03,1,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,39,809,Adults,2024-06-24,2024-07-03,0,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,38.6,755,Voters,2024-06-24,2024-07-03,0,Older
Ipsos,2.8,NA,Donald Trump,REP,40,892,Voters,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,39,892,Voters,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,42,892,Voters,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,43,892,Voters,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,40,892,Voters,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,41,892,Voters,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,40,892,Voters,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,42,892,Voters,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,36,1070,Adults,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,38,1070,Adults,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,39,1070,Adults,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,35,1070,Adults,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,38,1070,Adults,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,37,1070,Adults,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,38,1070,Adults,2024-07-01,2024-07-02,1,Older
Ipsos,2.8,NA,Donald Trump,REP,37,1070,Adults,2024-07-01,2024-07-02,1,Older
Cygnal,2.1,NA,Donald Trump,REP,43.5,1500,Voters,2024-07-01,2024-07-02,1,Older
Cygnal,2.1,NA,Donald Trump,REP,48.2,1500,Voters,2024-07-01,2024-07-02,1,Older
YouGov,3,NA,Donald Trump,REP,42,1392,Voters,2024-06-30,2024-07-02,1,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,48,1000,Voters,2024-06-30,2024-07-02,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,47,1000,Voters,2024-06-30,2024-07-02,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,45,1000,Voters,2024-06-30,2024-07-02,0,Older
Emerson,2.9,Arizona,Donald Trump,REP,46,1000,Voters,2024-06-30,2024-07-02,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,47,1000,Voters,2024-06-30,2024-07-02,0,Older
Emerson,2.9,Nevada,Donald Trump,REP,47,1000,Voters,2024-06-30,2024-07-02,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-30,2024-07-02,1,Older
YouGov,3,NA,Donald Trump,REP,50,2815,Voters,2024-06-28,2024-07-02,1,Older
YouGov,3,NA,Donald Trump,REP,44,2815,Voters,2024-06-28,2024-07-02,1,Older
Siena/NYT,3,NA,Donald Trump,REP,49,1532,Voters,2024-06-28,2024-07-02,1,Older
Siena/NYT,3,NA,Donald Trump,REP,40,1532,Voters,2024-06-28,2024-07-02,1,Older
Siena/NYT,3,NA,Donald Trump,REP,49,1532,Voters,2024-06-28,2024-07-02,1,Older
Siena/NYT,3,NA,Donald Trump,REP,42,1532,Voters,2024-06-28,2024-07-02,1,Older
Fabrizio/Impact,1.7,Wisconsin,Donald Trump,REP,44,600,Voters,2024-06-28,2024-07-02,0,Older
Fabrizio/Impact,1.7,Wisconsin,Donald Trump,REP,50,600,Voters,2024-06-28,2024-07-02,0,Older
PPIC,2.5,California,Donald Trump,REP,30,1261,Voters,2024-06-24,2024-07-02,0,Older
Remington,2.6,Arizona,Donald Trump,REP,49,638,Voters,2024-06-29,2024-07-01,0,Older
Remington,2.6,Michigan,Donald Trump,REP,45,584,Voters,2024-06-29,2024-07-01,0,Older
Remington,2.6,Montana,Donald Trump,REP,56,570,Voters,2024-06-29,2024-07-01,0,Older
Remington,2.6,Nevada,Donald Trump,REP,47,601,Voters,2024-06-29,2024-07-01,0,Older
Remington,2.6,Ohio,Donald Trump,REP,51,611,Voters,2024-06-29,2024-07-01,0,Older
Remington,2.6,Pennsylvania,Donald Trump,REP,48,673,Voters,2024-06-29,2024-07-01,0,Older
Remington,2.6,Texas,Donald Trump,REP,49,589,Voters,2024-06-29,2024-07-01,0,Older
Remington,2.6,Wisconsin,Donald Trump,REP,49,593,Voters,2024-06-29,2024-07-01,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-29,2024-07-01,1,Older
YouGov,3,NA,Donald Trump,REP,44,1176,Voters,2024-06-28,2024-07-01,1,Older
YouGov,3,NA,Donald Trump,REP,45,1176,Voters,2024-06-28,2024-07-01,1,Older
YouGov,3,NA,Kamala Harris,DEM,45,1176,Voters,2024-06-28,2024-07-01,1,Older
YouGov,3,NA,Donald Trump,REP,47,1176,Voters,2024-06-28,2024-07-01,1,Older
University of Houston/Texas Southern University,2.2,Texas,Donald Trump,REP,49,1484,Voters,2024-06-20,2024-07-01,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,55,1152,Voters,2024-06-20,2024-07-01,0,Older
Targoz Market Research,1.8,Tennessee,Donald Trump,REP,58,962,Voters,2024-06-20,2024-07-01,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,10679,Voters,2024-06-28,2024-06-30,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,52,2090,Voters,2024-06-28,2024-06-30,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,46,2090,Voters,2024-06-28,2024-06-30,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,43,2090,Voters,2024-06-28,2024-06-30,1,Older
Suffolk,2.9,NA,Donald Trump,REP,41.4,1000,Voters,2024-06-28,2024-06-30,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,49,1274,Voters,2024-06-28,2024-06-30,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,41,1274,Voters,2024-06-28,2024-06-30,1,Older
CNN/SSRS,2.8,NA,Kamala Harris,DEM,45,1274,Voters,2024-06-28,2024-06-30,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,47,1274,Voters,2024-06-28,2024-06-30,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,48,1274,Voters,2024-06-28,2024-06-30,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,47,1274,Voters,2024-06-28,2024-06-30,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,47,1274,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Donald Trump,REP,52,1500,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Donald Trump,REP,43,1500,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Donald Trump,REP,42,1500,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,47,1500,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Donald Trump,REP,53,1500,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,40,1500,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Donald Trump,REP,43,1500,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,38,1500,Voters,2024-06-28,2024-06-30,1,Older
HarrisX,1.5,NA,Donald Trump,REP,43,1500,Voters,2024-06-28,2024-06-30,1,Older
Big Village,1.2,NA,Donald Trump,REP,37.3,1007,Adults,2024-06-28,2024-06-30,1,Older
Big Village,1.2,NA,Donald Trump,REP,39.3,820,Voters,2024-06-28,2024-06-30,1,Older
Big Village,1.2,NA,Donald Trump,REP,41.6,723,Voters,2024-06-28,2024-06-30,1,Older
St. Anselm,2.4,New Hampshire,Donald Trump,REP,44,1746,Voters,2024-06-28,2024-06-29,0,Older
Patriot Polling,1.1,NA,Donald Trump,REP,44.3,1029,Voters,2024-06-27,2024-06-29,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-27,2024-06-29,1,Older
SurveyUSA,2.8,NA,Donald Trump,REP,45,2315,Voters,2024-06-28,2024-06-28,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,2086,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,48,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Kamala Harris,DEM,45,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,48,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,46,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,47,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,46,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,47,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,46,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,46,1011,Voters,2024-06-28,2024-06-28,1,Older
Data for Progress,2.6,NA,Donald Trump,REP,46,1011,Voters,2024-06-28,2024-06-28,1,Older
Leger,2,NA,Donald Trump,REP,45,841,Voters,2024-06-27,2024-06-28,1,Older
Cygnal,2.1,Pennsylvania,Donald Trump,REP,48.3,800,Voters,2024-06-27,2024-06-28,0,Older
Cygnal,2.1,Pennsylvania,Donald Trump,REP,42.4,800,Voters,2024-06-27,2024-06-28,0,Older
AtlasIntel,2.7,NA,Donald Trump,REP,45.5,1634,Voters,2024-06-26,2024-06-28,1,Older
TIPP,1.8,NA,Donald Trump,REP,41,1244,Voters,2024-06-26,2024-06-28,1,Older
TIPP,1.8,NA,Donald Trump,REP,39,1244,Voters,2024-06-26,2024-06-28,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-26,2024-06-28,1,Older
co/efficient,1.1,New Jersey,Donald Trump,REP,41,810,Voters,2024-06-26,2024-06-27,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-25,2024-06-27,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,2024-06-24,2024-06-26,1,Older
EPIC/MRA,1.9,Michigan,Donald Trump,REP,49,600,Voters,2024-06-21,2024-06-26,0,Older
EPIC/MRA,1.9,Michigan,Donald Trump,REP,42,600,Voters,2024-06-21,2024-06-26,0,Older
YouGov,3,NA,Donald Trump,REP,42,1406,Voters,2024-06-23,2024-06-25,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-23,2024-06-25,1,Older
Siena/NYT,3,NA,Donald Trump,REP,48,1226,Voters,2024-06-20,2024-06-25,1,Older
Siena/NYT,3,NA,Donald Trump,REP,48,1226,Voters,2024-06-20,2024-06-25,1,Older
Siena/NYT,3,NA,Donald Trump,REP,39,1226,Voters,2024-06-20,2024-06-25,1,Older
Siena/NYT,3,NA,Donald Trump,REP,40,1226,Voters,2024-06-20,2024-06-25,1,Older
Leger,2,NA,Donald Trump,REP,41,878,Voters,2024-06-22,2024-06-24,1,Older
Leger,2,NA,Donald Trump,REP,38,878,Voters,2024-06-22,2024-06-24,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-22,2024-06-24,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,49,1405,Voters,2024-06-20,2024-06-24,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,43,1405,Voters,2024-06-20,2024-06-24,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,45.7,2000,Voters,2024-06-20,2024-06-24,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,47.3,1744,Voters,2024-06-20,2024-06-24,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,40.3,2000,Voters,2024-06-20,2024-06-24,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,42.2,1744,Voters,2024-06-20,2024-06-24,1,Older
1892 Polling,1.3,New Mexico,Donald Trump,REP,47,600,Voters,2024-06-19,2024-06-24,0,Older
1892 Polling,1.3,New Mexico,Donald Trump,REP,42,600,Voters,2024-06-19,2024-06-24,0,Older
McLaughlin,0.5,NA,Donald Trump,REP,46,1000,Voters,2024-06-18,2024-06-24,1,Older
McLaughlin,0.5,NA,Kamala Harris,DEM,42,1000,Voters,2024-06-18,2024-06-24,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,47,1000,Voters,2024-06-18,2024-06-24,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,39,1000,Voters,2024-06-18,2024-06-24,1,Older
Global Strategy Group,1.8,Colorado,Donald Trump,REP,36,800,Voters,2024-06-17,2024-06-24,0,Older
Global Strategy Group,1.8,Colorado,Donald Trump,REP,40,800,Voters,2024-06-17,2024-06-24,0,Older
YouGov,3,NA,Donald Trump,REP,41.9,2750,Voters,2024-06-11,2024-06-24,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,10159,Voters,2024-06-21,2024-06-23,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-20,2024-06-22,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-19,2024-06-21,1,Older
YouGov,3,NA,Donald Trump,REP,50,1878,Voters,2024-06-17,2024-06-21,1,Older
PPP,1.4,Maryland,Donald Trump,REP,30,635,Voters,2024-06-19,2024-06-20,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-18,2024-06-20,1,Older
North Star Opinion Research,1.1,Arizona,Donald Trump,REP,48,600,Voters,2024-06-17,2024-06-20,0,Older
North Star Opinion Research,1.1,Arizona,Donald Trump,REP,42,600,Voters,2024-06-17,2024-06-20,0,Older
Clarity,1.6,NA,Donald Trump,REP,46,1002,Voters,2024-06-13,2024-06-20,1,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,50,871,Voters,2024-06-12,2024-06-20,0,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,49,784,Voters,2024-06-12,2024-06-20,0,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,43,871,Voters,2024-06-12,2024-06-20,0,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,44,784,Voters,2024-06-12,2024-06-20,0,Older
U. Georgia SPIA,2.2,Georgia,Donald Trump,REP,42.7,1000,Voters,2024-06-11,2024-06-20,0,Older
University of Texas at Tyler,1.8,Texas,Donald Trump,REP,46,1144,Voters,2024-06-11,2024-06-20,0,Older
University of Texas at Tyler,1.8,Texas,Donald Trump,REP,48,931,Voters,2024-06-11,2024-06-20,0,Older
University of Texas at Tyler,1.8,Texas,Donald Trump,REP,46,1144,Voters,2024-06-11,2024-06-20,0,Older
University of Texas at Tyler,1.8,Texas,Donald Trump,REP,47,931,Voters,2024-06-11,2024-06-20,0,Older
P2 Insights,1.1,Arizona,Donald Trump,REP,47,650,Voters,2024-06-11,2024-06-20,0,Older
P2 Insights,1.1,Georgia,Donald Trump,REP,45,650,Voters,2024-06-11,2024-06-20,0,Older
P2 Insights,1.1,Michigan,Donald Trump,REP,43,650,Voters,2024-06-11,2024-06-20,0,Older
P2 Insights,1.1,Nevada,Donald Trump,REP,40,650,Voters,2024-06-11,2024-06-20,0,Older
P2 Insights,1.1,Wisconsin,Donald Trump,REP,45,650,Voters,2024-06-11,2024-06-20,0,Older
Emerson,2.9,Missouri,Donald Trump,REP,56.7,1000,Voters,2024-06-17,2024-06-19,0,Older
Emerson,2.9,Missouri,Donald Trump,REP,50.4,1000,Voters,2024-06-17,2024-06-19,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-17,2024-06-19,1,Older
Public Opinion Strategies,1.6,North Dakota,Donald Trump,REP,62,500,Voters,2024-06-15,2024-06-19,0,Older
YouGov,3,NA,Donald Trump,REP,42,1396,Voters,2024-06-16,2024-06-18,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-16,2024-06-18,1,Older
YouGov Blue,3,NA,Donald Trump,REP,45,2015,Voters,2024-06-14,2024-06-18,1,Older
Emerson,2.9,Arizona,Donald Trump,REP,52,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Arizona,Donald Trump,REP,42.7,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Nevada,Donald Trump,REP,49.7,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Nevada,Donald Trump,REP,42.1,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,50.7,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,44,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Minnesota,Donald Trump,REP,49,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Minnesota,Donald Trump,REP,41.6,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,51.1,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,44.8,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,51.3,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,43.8,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,52.3,1000,Voters,2024-06-13,2024-06-18,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,44.9,1000,Voters,2024-06-13,2024-06-18,0,Older
Fabrizio/Impact,1.7,Nevada,Donald Trump,REP,48,600,Voters,2024-06-12,2024-06-18,0,Older
Fabrizio/Impact,1.7,Nevada,Donald Trump,REP,44,600,Voters,2024-06-12,2024-06-18,0,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,41,1148,Voters,2024-06-16,2024-06-17,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,2024-06-15,2024-06-17,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,42,1095,Voters,2024-06-14,2024-06-17,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,48,1095,Voters,2024-06-14,2024-06-17,1,Older
Siena,2.7,New York,Donald Trump,REP,39,805,Voters,2024-06-12,2024-06-17,0,Older
Innovative Research Group,2.1,NA,Donald Trump,REP,42,2000,Voters,2024-06-07,2024-06-17,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,10132,Voters,2024-06-14,2024-06-16,1,Older
SurveyUSA,2.8,Minnesota,Donald Trump,REP,41,626,Voters,2024-06-12,2024-06-16,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,2024-06-13,2024-06-15,1,Older
PPP,1.4,New Mexico,Donald Trump,REP,41,555,Voters,2024-06-13,2024-06-14,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,2024-06-12,2024-06-14,1,Older
YouGov,3,NA,Donald Trump,REP,39,1011,Voters,2024-06-11,2024-06-14,1,Older
Selzer,2.8,Iowa,Donald Trump,REP,50,632,Voters,2024-06-09,2024-06-14,0,Older
Embold Research,1.4,Rhode Island,Donald Trump,REP,33,1450,Voters,2024-06-05,2024-06-14,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,4000,Voters,2024-06-11,2024-06-13,1,Older
Public Opinion Strategies,1.6,Montana,Donald Trump,REP,57,500,Voters,2024-06-11,2024-06-13,0,Older
Ipsos,2.8,NA,Donald Trump,REP,41,930,Voters,2024-06-12,2024-06-12,1,Older
Ipsos,2.8,NA,Donald Trump,REP,36,1119,Adults,2024-06-12,2024-06-12,1,Older
Ipsos,2.8,NA,Donald Trump,REP,33,1119,Adults,2024-06-12,2024-06-12,1,Older
Ipsos,2.8,NA,Donald Trump,REP,38,930,Voters,2024-06-12,2024-06-12,1,Older
co/efficient,1.1,Virginia,Donald Trump,REP,41,851,Voters,2024-06-11,2024-06-12,0,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,40,1141,Voters,2024-06-11,2024-06-12,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,47,1013,Voters,2024-06-10,2024-06-12,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,43,1013,Voters,2024-06-10,2024-06-12,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-10,2024-06-12,1,Older
Marist,2.9,NA,Donald Trump,REP,49,1184,Voters,2024-06-10,2024-06-12,1,Older
Marist,2.9,NA,Donald Trump,REP,42,1184,Voters,2024-06-10,2024-06-12,1,Older
YouGov,3,NA,Donald Trump,REP,42,1399,Voters,2024-06-09,2024-06-11,1,Older
McLaughlin,0.5,Minnesota,Donald Trump,REP,41,600,Voters,2024-06-09,2024-06-11,0,Older
McLaughlin,0.5,Minnesota,Donald Trump,REP,44,600,Voters,2024-06-09,2024-06-11,0,Older
McLaughlin,0.5,Minnesota,Donald Trump,REP,47,600,Voters,2024-06-09,2024-06-11,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-09,2024-06-11,1,Older
Civiqs,2.4,NA,Donald Trump,REP,45,1140,Voters,2024-06-08,2024-06-11,1,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,40,430,Voters,2024-06-08,2024-06-11,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,43,432,Voters,2024-06-08,2024-06-11,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,44,471,Voters,2024-06-08,2024-06-11,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,37,594,Voters,2024-06-08,2024-06-11,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,43,534,Voters,2024-06-08,2024-06-11,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,44,456,Voters,2024-06-08,2024-06-11,0,Older
Spry Strategies,1.5,North Carolina,Donald Trump,REP,48,600,Voters,2024-06-07,2024-06-11,0,Older
Spry Strategies,1.5,North Carolina,Donald Trump,REP,45,600,Voters,2024-06-07,2024-06-11,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-08,2024-06-10,1,Older
SSRS,2.4,NA,Donald Trump,REP,33,1031,Adults,2024-06-07,2024-06-10,1,Older
J.L. Partners,1.6,Wisconsin,Donald Trump,REP,44,500,Voters,2024-06-05,2024-06-10,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,43,10260,Voters,2024-06-07,2024-06-09,1,Older
Big Village,1.2,NA,Donald Trump,REP,36.4,2026,Adults,2024-06-07,2024-06-09,1,Older
Big Village,1.2,NA,Donald Trump,REP,40.3,1625,Voters,2024-06-07,2024-06-09,1,Older
Big Village,1.2,NA,Donald Trump,REP,42.2,1423,Voters,2024-06-07,2024-06-09,1,Older
The Tyson Group,1.1,Florida,Donald Trump,REP,46,1050,Voters,2024-06-06,2024-06-09,0,Older
YouGov,3,Texas,Donald Trump,REP,43,1200,Voters,2024-05-31,2024-06-09,0,Older
YouGov,3,Texas,Donald Trump,REP,46,1200,Voters,2024-05-31,2024-06-09,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-06,2024-06-08,1,Older
YouGov,3,NA,Donald Trump,REP,50,1359,Voters,2024-06-05,2024-06-07,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-05,2024-06-07,1,Older
HarrisX,1.5,Utah,Donald Trump,REP,57,857,Voters,2024-06-04,2024-06-07,0,Older
HarrisX,1.5,Utah,Donald Trump,REP,49,857,Voters,2024-06-04,2024-06-07,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-04,2024-06-06,1,Older
Cygnal,2.1,NA,Donald Trump,REP,46.5,1500,Voters,2024-06-04,2024-06-06,1,Older
Cygnal,2.1,NA,Donald Trump,REP,41.2,1500,Voters,2024-06-04,2024-06-06,1,Older
YouGov,3,NA,Donald Trump,REP,44,1239,Voters,2024-06-03,2024-06-06,1,Older
YouGov,3,NA,Donald Trump,REP,43,1239,Voters,2024-06-03,2024-06-06,1,Older
Marist,2.9,Ohio,Donald Trump,REP,48,1137,Voters,2024-06-03,2024-06-06,0,Older
Marist,2.9,Pennsylvania,Donald Trump,REP,47,1181,Voters,2024-06-03,2024-06-06,0,Older
RMG Research,2.3,NA,Donald Trump,REP,43,3000,Voters,2024-06-03,2024-06-06,1,Older
Emerson,2.9,NA,Donald Trump,REP,49.8,1000,Voters,2024-06-04,2024-06-05,1,Older
Emerson,2.9,NA,Donald Trump,REP,44.4,1000,Voters,2024-06-04,2024-06-05,1,Older
Mason-Dixon,2.6,Minnesota,Donald Trump,REP,40.6,800,Voters,2024-06-03,2024-06-05,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-03,2024-06-05,1,Older
Fabrizio,1.7,Montana,Donald Trump,REP,54,500,Voters,2024-06-03,2024-06-05,0,Older
Global Strategy Group,1.8,Nebraska,Donald Trump,REP,42,600,Voters,2024-06-03,2024-06-05,0,Older
Kaplan Strategies,2,West Virginia,Donald Trump,REP,55,464,Voters,2024-06-04,2024-06-04,0,Older
YouGov,3,NA,Donald Trump,REP,42,1566,Voters,2024-06-02,2024-06-04,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,2024-06-02,2024-06-04,1,Older
Fabrizio/Impact,1.7,Arizona,Donald Trump,REP,45,600,Voters,2024-05-28,2024-06-04,0,Older
Fabrizio/Impact,1.7,Arizona,Donald Trump,REP,50,600,Voters,2024-05-28,2024-06-04,0,Older
Mitchell,2.4,Michigan,Donald Trump,REP,48.2,710,Voters,2024-06-03,2024-06-03,0,Older
Mitchell,2.4,Michigan,Donald Trump,REP,46.3,710,Voters,2024-06-03,2024-06-03,0,Older
Beacon/Shaw,2.8,Virginia,Donald Trump,REP,48,1107,Voters,2024-06-01,2024-06-03,0,Older
