date,traffctl,visibility,light,rdsfcond,acclass,speeding,ag_driv,alcohol,disability
2012-12-11,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2012-12-12,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2012-12-12,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2012-12-12,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2012-12-12,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2012-12-12,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2012-12-12,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2012-12-12,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2012-12-12,No Control,Disturbed,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-12,No Control,Disturbed,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-12,No Control,Disturbed,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-12,No Control,Disturbed,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-14,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-14,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-14,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-14,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-14,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-14,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2012-12-16,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2012-12-16,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2012-12-16,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2012-12-16,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2012-12-16,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2012-12-17,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-17,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-18,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-18,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-18,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-18,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-18,Others,Disturbed,Dark,Others,Non-Fatal Injury,None,None,None,None
2012-12-18,Others,Disturbed,Dark,Others,Non-Fatal Injury,None,None,None,None
2012-12-18,Others,Disturbed,Dark,Others,Non-Fatal Injury,None,None,None,None
2012-12-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2012-12-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2012-12-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2012-12-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2012-12-18,No Control,Clear,Dark,Dry,Fatal,None,None,None,None
2012-12-18,No Control,Clear,Dark,Dry,Fatal,None,None,None,None
2012-12-19,Others,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-19,Others,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-19,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2012-12-19,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2012-12-19,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2012-12-19,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2012-12-20,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2012-12-20,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2012-12-20,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2012-12-20,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2012-12-20,No Control,Disturbed,Dark,Wet,Fatal,None,None,None,None
2012-12-20,No Control,Disturbed,Dark,Wet,Fatal,None,None,None,None
2012-12-20,No Control,Disturbed,Dark,Wet,Fatal,None,None,None,None
2012-12-20,No Control,Disturbed,Dark,Wet,Fatal,None,None,None,None
2012-12-21,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-21,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-22,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-22,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-23,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-23,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-23,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-27,No Control,Clear,Dark,Others,Non-Fatal Injury,None,None,None,None
2012-12-27,No Control,Clear,Dark,Others,Non-Fatal Injury,None,None,None,None
2012-12-27,No Control,Clear,Dark,Others,Non-Fatal Injury,None,None,None,None
2012-12-28,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-28,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-28,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-28,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-28,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-31,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-31,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2012-12-31,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2012-12-31,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2012-12-31,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2012-12-31,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2012-12-31,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-01,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-01,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-01,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-01,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-02,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-01-02,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-01-04,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-04,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-04,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-01-04,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-01-04,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-01-07,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-07,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-08,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-08,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-08,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-08,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-08,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-09,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-09,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-09,Traffic Signal,Clear,Dim Light,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-09,Traffic Signal,Clear,Dim Light,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-09,Traffic Signal,Clear,Dim Light,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-10,Traffic Signal,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2013-01-10,Traffic Signal,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2013-01-10,Traffic Signal,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2013-01-11,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-11,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-12,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-12,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-12,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-13,No Control,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-13,No Control,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-13,No Control,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-13,No Control,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-15,Others,Clear,Daylight,Dry,Fatal,None,None,None,None
2013-01-15,Others,Clear,Daylight,Dry,Fatal,None,None,None,None
2013-01-15,Others,Clear,Daylight,Dry,Fatal,None,None,None,None
2013-01-15,Others,Clear,Daylight,Dry,Fatal,None,None,None,None
2013-01-16,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-01-16,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-01-16,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-01-16,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-01-16,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-16,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-17,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-17,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-18,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-18,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-01-18,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-01-18,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-18,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-19,Others,Clear,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-19,Others,Clear,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-01-23,Traffic Signal,Clear,Daylight,Dry,Fatal,None,Yes,None,None
2013-01-23,Traffic Signal,Clear,Daylight,Dry,Fatal,None,Yes,None,None
2013-01-23,Traffic Signal,Clear,Daylight,Dry,Fatal,None,Yes,None,None
2013-01-25,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Yes,Yes,None,None
2013-01-25,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Yes,Yes,None,None
2013-01-25,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Yes,Yes,None,None
2013-01-25,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Yes,Yes,None,None
2013-01-25,Others,Disturbed,Daylight,Others,Non-Fatal Injury,None,Yes,None,None
2013-01-25,Others,Disturbed,Daylight,Others,Non-Fatal Injury,None,Yes,None,None
2013-01-25,Others,Disturbed,Daylight,Others,Non-Fatal Injury,None,Yes,None,None
2013-01-25,Others,Disturbed,Daylight,Others,Non-Fatal Injury,None,Yes,None,None
2013-01-25,Others,Disturbed,Daylight,Others,Non-Fatal Injury,None,Yes,None,None
2013-01-30,No Control,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-01-30,No Control,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-01-30,No Control,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-01-30,No Control,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-01-30,No Control,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-02-02,No Control,Disturbed,Daylight,Wet,Fatal,None,Yes,None,None
2013-02-02,No Control,Disturbed,Daylight,Wet,Fatal,None,Yes,None,None
2013-02-02,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-02,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-02,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-02,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-02,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-02,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-04,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-02-04,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-02-06,Traffic Signal,Clear,Daylight,Dry,Fatal,None,None,None,None
2013-02-06,Traffic Signal,Clear,Daylight,Dry,Fatal,None,None,None,None
2013-02-06,Traffic Signal,Clear,Daylight,Dry,Fatal,None,None,None,None
2013-02-06,Traffic Signal,Clear,Daylight,Dry,Fatal,None,None,None,None
2013-02-10,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2013-02-10,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2013-02-10,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2013-02-10,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-02-10,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-02-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-13,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-02-13,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-02-14,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-14,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-14,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-14,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-15,No Control,Clear,Dark,Wet,Non-Fatal Injury,Yes,Yes,Yes,None
2013-02-15,No Control,Clear,Dark,Wet,Non-Fatal Injury,Yes,Yes,Yes,None
2013-02-15,No Control,Clear,Dark,Wet,Non-Fatal Injury,Yes,Yes,Yes,None
2013-02-15,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-02-15,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-02-15,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-02-15,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-02-19,Traffic Signal,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2013-02-19,Traffic Signal,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2013-02-20,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-20,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-20,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-20,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-20,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-20,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-20,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-20,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-21,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-21,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-21,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-21,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-02-26,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-02-26,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-02-26,No Control,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-02-26,No Control,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-02-28,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-02-28,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-02-28,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-01,No Control,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-01,No Control,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-01,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-03-01,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-03-01,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-03-01,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-03-02,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,Yes,Yes,None,None
2013-03-02,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,Yes,Yes,None,None
2013-03-02,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,Yes,Yes,None,None
2013-03-02,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,Yes,Yes,None,None
2013-03-02,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-02,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-02,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-03,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-03,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-03,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-03,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-04,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-04,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-04,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-05,No Control,Clear,Dark,Wet,Fatal,None,Yes,None,None
2013-03-05,No Control,Clear,Dark,Wet,Fatal,None,Yes,None,None
2013-03-05,No Control,Clear,Dark,Wet,Fatal,None,Yes,None,None
2013-03-06,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-06,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-06,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-06,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-03-06,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-03-06,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-03-07,Others,Clear,Daylight,Wet,Fatal,None,Yes,None,None
2013-03-07,Others,Clear,Daylight,Wet,Fatal,None,Yes,None,None
2013-03-07,Others,Clear,Daylight,Wet,Fatal,None,Yes,None,None
2013-03-07,Others,Clear,Daylight,Wet,Fatal,None,Yes,None,None
2013-03-07,Others,Clear,Daylight,Wet,Fatal,None,Yes,None,None
2013-03-08,Others,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-03-08,Others,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-03-08,Others,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-03-10,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-10,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-10,Others,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-10,Others,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-10,Others,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-11,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-03-11,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-03-11,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-03-11,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2013-03-11,Others,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-03-11,Others,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2013-03-14,No Control,Disturbed,Dark,Others,Non-Fatal Injury,None,None,None,None
2013-03-14,No Control,Disturbed,Dark,Others,Non-Fatal Injury,None,None,None,None
2013-03-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2013-03-16,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-16,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-19,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-19,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-21,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-21,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-21,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-21,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2013-03-21,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Yes,Yes,None,None
2013-03-21,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Yes,Yes,None,None
2013-03-27,No Control,Disturbed,Dim Light,Wet,Non-Fatal Injury,None,None,None,None
2013-03-27,No Control,Disturbed,Dim Light,Wet,Non-Fatal Injury,None,None,None,None
2013-03-27,No Control,Disturbed,Dim Light,Wet,Non-Fatal Injury,None,None,None,None
2013-03-27,No Control,Disturbed,Dim Light,Wet,Non-Fatal Injury,None,None,None,None
2013-03-27,No Control,Disturbed,Dim Light,Wet,Non-Fatal Injury,None,None,None,None
2013-03-27,No Control,Disturbed,Dim Light,Wet,Non-Fatal Injury,None,None,None,None
2013-03-28,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-03-28,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-03-28,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-03-28,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Fatal,Yes,Yes,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Fatal,Yes,Yes,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Fatal,Yes,Yes,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Fatal,Yes,Yes,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Fatal,Yes,Yes,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Fatal,Yes,Yes,None,None
2013-03-29,No Control,Clear,Daylight,Dry,Fatal,Yes,Yes,None,None
2013-03-30,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-03-30,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-04-04,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-04-04,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2013-04-04,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-04-04,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-04-04,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-04-04,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2013-04-05,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-04-05,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2013-04-06,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-04-06,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-04-07,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2013-04-07,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
